0	383.137	522.679	178.75	1e-06	
1	526.027	803.621	4234.26	1e-06	
2	789.117	945.247	1182.89	1e-06	
3	542.7	250.392	1205.6	1e-06	
4	329.227	200.589	4421.87	1e-06	
5	0.498817	934.839	4313.53	1e-06	
6	599.022	157.939	87.9285	1e-06	
7	826.092	712.834	2014.44	1e-06	
8	929.273	373.601	2569.49	1e-06	
9	471.112	241.327	4376.32	1e-06	
10	702.899	255.734	3987.14	1e-06	
11	924.514	771.047	3054.23	1e-06	
12	82.4081	173.118	1459.84	1e-06	
13	863.491	890.458	132.501	1e-06	
14	275.398	632.389	2727.46	1e-06	
15	685.805	841.572	4430.99	1e-06	
16	767.001	91.636	4007.63	1e-06	
17	670.41	722.787	3469.24	1e-06	
18	750.323	835.74	3981.12	1e-06	
19	162.631	760.522	37.1259	1e-06	
20	754.631	994.018	3476.5	1e-06	
21	855.37	833.178	2010.66	1e-06	
22	559.599	772.855	470.078	1e-06	
23	58.2142	155.621	2811.93	1e-06	
24	569.343	622.83	2206.98	1e-06	
25	105.077	260.387	718.093	1e-06	
26	862.026	115.556	4803.64	1e-06	
27	461.538	249.451	1255.79	1e-06	
28	606.57	549.577	2284.7	1e-06	
29	925.786	310.51	2043.14	1e-06	
30	658.198	157.72	2606.61	1e-06	
31	955.939	861.374	3127.49	1e-06	
32	354.82	629.138	4968.63	1e-06	
33	31.3507	558.472	4017.33	1e-06	
34	304.968	248.174	2613.73	1e-06	
35	718.512	815.779	620.257	1e-06	
36	727.869	957.836	3525.1	1e-06	
37	900.73	888.08	4179.97	1e-06	
38	956.587	863.612	3924.28	1e-06	
39	943.334	293.448	1633.56	1e-06	
40	710.102	85.4813	109.976	1e-06	
41	409.137	860.351	2672.69	1e-06	
42	379.104	825.421	4312.32	1e-06	
43	804.471	366.949	4179.93	1e-06	
44	257.287	46.3395	4793.56	1e-06	
45	236.396	821.623	3092.02	1e-06	
46	345.499	657.517	1909.42	1e-06	
47	877.669	158.964	330.257	1e-06	
48	937.923	898.459	2999.1	1e-06	
49	269.886	218.168	1999.05	1e-06	
50	883.201	261.456	3152.09	1e-06	
51	898.568	576.767	2423.66	1e-06	
52	999.185	180.097	2536.44	1e-06	
53	644.884	354.954	3795.22	1e-06	
54	315.834	425.765	4951.01	1e-06	
55	549.042	717.999	1491.81	1e-06	
56	982.393	889.613	4111.08	1e-06	
57	40.2097	647.395	243.955	1e-06	
58	490.482	355.334	3705.9	1e-06	
59	515.112	196.009	335.479	1e-06	
60	828.022	532.505	119.937	1e-06	
61	144.319	59.0874	568.096	1e-06	
62	73.6989	47.2267	462.714	1e-06	
63	314.199	102.459	4029.65	1e-06	
64	671.273	470.696	1499.07	1e-06	
65	574.78	762.833	2169.64	1e-06	
